subject_id	template_id	fixture	binding	evidence_id
b1.7.3:block/016	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/016	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/021	gameplay-placement	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/021	save-reload	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/022	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/022	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/024	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/024	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/024	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/024	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/030	gameplay-placement	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/030	save-reload	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/035	gameplay-placement	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/035	save-reload	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/041	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/041	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/042	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/042	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/043	gameplay-placement	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/043	save-reload	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/043	break-transition	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/043	drop-matrix	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/044	gameplay-placement	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/044	save-reload	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/044	break-transition	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/044	drop-matrix	five-slab-state-lifecycle-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-slab-lifecycle-cycle
b1.7.3:block/045	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/045	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/045	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/045	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/046	gameplay-placement	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/046	save-reload	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/047	gameplay-placement	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/047	save-reload	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/048	gameplay-placement	raised-stone-placement	worldline.testapi.BlockPlacementPersistenceFixture#execute	m217-mossy-cobble
b1.7.3:block/048	save-reload	raised-stone-placement	worldline.testapi.BlockPlacementPersistenceFixture#execute	m217-mossy-cobble
b1.7.3:block/049	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/049	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/056	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/056	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/057	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/057	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/058	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/058	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/061	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/061	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/073	gameplay-placement	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/073	save-reload	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/078	gameplay-placement	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/078	save-reload	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/080	gameplay-placement	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/080	save-reload	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/082	gameplay-placement	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/082	save-reload	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/085	gameplay-placement	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/085	save-reload	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/087	gameplay-placement	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/087	save-reload	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/088	gameplay-placement	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/088	save-reload	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/089	gameplay-placement	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/089	save-reload	lapis-redstone-and-glowstone-multi-drop-minerals	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-multi-drop-mineral-lifecycle-cycle
b1.7.3:block/091	gameplay-placement	six-floor-mounted-lifecycle-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-floor-mounted-lifecycle-cycle
b1.7.3:block/091	save-reload	six-floor-mounted-lifecycle-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-floor-mounted-lifecycle-cycle
b1.7.3:block/092	gameplay-placement	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/092	save-reload	deterministic-non-self-drop-harvest-cases	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-deterministic-harvest-lifecycle-cycle
b1.7.3:block/016	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/016	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/015	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/015	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/022	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/022	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/041	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/041	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/042	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/042	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/056	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/056	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/057	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/057	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/012	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/012	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/013	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/013	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/082	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/082	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/048	break-transition	mossy-gold-obsidian-pick-targets	worldline.testapi.BlockBreakDropFixture#execute	m375-remaining-pick-breaks
b1.7.3:block/048	drop-matrix	mossy-gold-obsidian-pick-targets	worldline.testapi.BlockBreakDropFixture#execute	m375-remaining-pick-breaks
b1.7.3:block/014	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/014	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/049	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/049	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/078	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/078	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/080	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/080	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/088	break-transition	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/088	drop-matrix	six-fixed-seed-gold-shovel-harvest-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-gold-shovel-harvest-lifecycle-cycle
b1.7.3:block/018	break-transition	log-supported-oak-spruce-and-birch-leaf-variants	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-harvestable-vegetation-lifecycle-cycle
b1.7.3:block/018	drop-matrix	log-supported-oak-spruce-and-birch-leaf-variants	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-harvestable-vegetation-lifecycle-cycle
b1.7.3:block/029	gameplay-placement	piston-orientation-grid	worldline.testapi.BlockPlacementPersistenceFixture#execute	m427-remaining-piston-orient-set
b1.7.3:block/029	save-reload	piston-orientation-grid	worldline.testapi.BlockPlacementPersistenceFixture#execute	m427-remaining-piston-orient-set
b1.7.3:block/029	break-transition	extended-sticky-head	worldline.testapi.BlockBreakDropFixture#execute	m573-sticky-head-break-set
b1.7.3:block/029	drop-matrix	extended-sticky-head	worldline.testapi.BlockBreakDropFixture#execute	m573-sticky-head-break-set
b1.7.3:block/033	gameplay-placement	piston-orientation-grid	worldline.testapi.BlockPlacementPersistenceFixture#execute	m427-remaining-piston-orient-set
b1.7.3:block/033	save-reload	piston-orientation-grid	worldline.testapi.BlockPlacementPersistenceFixture#execute	m427-remaining-piston-orient-set
b1.7.3:block/033	break-transition	extended-piston-base	worldline.testapi.BlockBreakDropFixture#execute	m554-extended-head-break-set
b1.7.3:block/033	drop-matrix	extended-piston-base	worldline.testapi.BlockBreakDropFixture#execute	m554-extended-head-break-set
b1.7.3:block/023	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/023	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/025	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/025	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/026	gameplay-placement	three-bed-orientations	worldline.testapi.BlockPlacementPersistenceFixture#execute	m431-remaining-bed-orient-set
b1.7.3:block/026	save-reload	three-bed-orientations	worldline.testapi.BlockPlacementPersistenceFixture#execute	m431-remaining-bed-orient-set
b1.7.3:block/064	gameplay-placement	four-door-orientations	worldline.testapi.BlockPlacementPersistenceFixture#execute	m428-remaining-door-orient-set
b1.7.3:block/064	save-reload	four-door-orientations	worldline.testapi.BlockPlacementPersistenceFixture#execute	m428-remaining-door-orient-set
b1.7.3:block/064	break-transition	raised-wooden-door-upper	worldline.testapi.BlockBreakDropFixture#execute	m593-door-upper-break-set
b1.7.3:block/064	drop-matrix	raised-wooden-door-upper	worldline.testapi.BlockBreakDropFixture#execute	m593-door-upper-break-set
b1.7.3:block/071	gameplay-placement	raised-door-support	worldline.testapi.BlockPlacementPersistenceFixture#execute	m241-iron-door-place
b1.7.3:block/071	save-reload	raised-door-support	worldline.testapi.BlockPlacementPersistenceFixture#execute	m241-iron-door-place
b1.7.3:block/084	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/084	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/084	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/066	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/066	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/066	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/066	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/027	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/027	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/027	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/027	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/028	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/028	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/028	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/028	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/070	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/070	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/070	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/070	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/072	gameplay-placement	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/072	save-reload	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockPlacementPersistenceFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/072	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/072	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/023	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/023	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/025	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/025	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/058	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/058	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/061	break-transition	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/061	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/084	drop-matrix	fresh-fixed-seed-raised-stone-arena-per-row	worldline.testapi.BlockBreakDropFixture#execute	b173-lifecycle-provider-cycle
b1.7.3:block/019	break-transition	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/019	drop-matrix	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/035	break-transition	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/035	drop-matrix	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/046	break-transition	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/046	drop-matrix	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/085	break-transition	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/085	drop-matrix	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/087	break-transition	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/087	drop-matrix	five-fixed-seed-static-self-drop-rows	worldline.testkit.BlockLifecycleFamilyCycle#run	b173-static-self-drop-lifecycle-cycle
b1.7.3:block/002	tick-policy	lit-and-covered-dirt	worldline.testapi.BlockTickPolicyFixture#execute	m566-grass-spread-set
b1.7.3:block/006	tick-policy	lit-and-covered-saplings	worldline.testapi.BlockTickPolicyFixture#execute	m609-sapling-dark-halt-set
b1.7.3:block/018	tick-policy	isolated-leaves-at-four-and-five-blocks	worldline.testapi.BlockTickPolicyFixture#execute	m665-leaf-support-distance
b1.7.3:block/051	tick-policy	netherrack-fire-wood-ring	worldline.testapi.BlockTickPolicyFixture#execute	m606-fire-spread-wood-set
b1.7.3:block/060	tick-policy	raised-dry-farmland-rain-roof	worldline.testapi.BlockTickPolicyFixture#execute	m608-farmland-dry-set
b1.7.3:block/073	tick-policy	placed-unlit-redstone-ore	worldline.testapi.BlockTickPolicyFixture#execute	m571-redstone-ore-glow-set
b1.7.3:block/079	tick-policy	torch-adjacent-ice	worldline.testapi.BlockTickPolicyFixture#execute	m610-ice-melt-light-set
b1.7.3:block/012	neighbor-response	unsupported-sand	worldline.testapi.BlockSupportLossFixture#execute	m597-falling-sand-entity-set
b1.7.3:block/013	neighbor-response	unsupported-gravel	worldline.testapi.BlockSupportLossFixture#execute	m598-gravel-fall-set
b1.7.3:block/027	neighbor-response	sloped-powered-rail-run-with-torch-base	worldline.testapi.BlockSupportLossFixture#execute	m702-powered-rail-slope-propagation
b1.7.3:block/050	neighbor-response	raised-torch-and-adjacent-water	worldline.testapi.BlockSupportLossFixture#execute	m599-torch-wash-set
